order_id,line_no,order_date,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,order_status,delivery_days,rating,sales_channel,customer_name,signup_date,age,gender,city,state,segment,acquisition_channel,category,subcategory,product_name,cost_price,list_price,supplier,launch_date,gross_revenue,discount_amount,net_revenue,total_cost,profit,profit_margin,year,month,quarter,month_year,delivery_bucket,discount_band
O003583,1,2025-02-23,C00596,P0034,1,8468.08,0.1,Wallet,Delivered,3.0,4.0,Web,Divya Nair,2025-01-03,65.0,Other,Kolkata,West Bengal,Consumer,Organic Search,Home & Kitchen,Appliances,Appliances Product 4,5188.6,8399.11,Aster Supply,2022-06-28,8468.08,846.808,7621.272,5188.6,2432.6719999999996,31.91950110165337,2025,2,1,2025-02,fast,1-10%
O005667,3,2025-10-03,C00593,P0034,1,8346.83,0.1,Debit Card,Delivered,5.0,3.0,Web,Meera Das,2025-05-01,41.0,Other,Hyderabad,Telangana,Consumer,Email,Home & Kitchen,Appliances,Appliances Product 4,5188.6,8399.11,Aster Supply,2022-06-28,8346.83,834.683,7512.147,5188.6,2323.5469999999996,30.93053157772338,2025,10,4,2025-10,normal,1-10%
O004446,1,2026-06-10,C00832,P0091,1,260.9,0.2,Cash on Delivery,Delivered,4.0,4.0,Web,Rohan Verma,2026-02-01,34.0,Female,Hyderabad,Telangana,Small Business,Marketplace,Beauty,Grooming,Grooming Product 1,168.06,253.01,BluePeak Traders,2024-06-20,260.9,52.18,208.71999999999997,168.06,40.65999999999997,19.48064392487542,2026,6,2,2026-06,normal,11-20%
O001404,1,2025-10-06,C01299,P0100,1,14265.18,0.65,Credit Card,Delivered,6.0,3.0,App,Vikram Das,2025-06-07,36.0,Female,Vijayawada,Andhra Pradesh,Consumer,Organic Search,Sports,Fitness,Fitness Product 4,9393.0,13792.42,Horizon Partners,2025-03-11,14265.18,9272.367,4992.813,9393.0,-4400.187,-88.13041866378732,2025,10,4,2025-10,normal,>30%
O002242,3,2025-03-05,C00357,P0138,1,1045.45,0.2,Wallet,Delivered,5.0,3.3331993165142224,Marketplace,Aditya Nair,2025-04-01,32.0,Male,Chennai,Tamil Nadu,Corporate,Referral,Books,Fiction,Fiction Product 6,578.54,1009.18,Galaxy Imports,2022-04-21,1045.45,209.09000000000003,836.36,578.54,257.82000000000005,30.82643837581903,2025,3,1,2025-03,normal,11-20%
O004049,1,2025-12-03,C01360,P0044,2,13840.1,0.1,Wallet,Delivered,6.0,2.0,Marketplace,Kavya Iyer,2023-09-03,25.0,Male,Pune,Maharashtra,Consumer,Paid Social,Home & Kitchen,Home Decor,Home Decor Product 2,9799.33,13459.73,Galaxy Imports,2025-04-19,27680.2,2768.0200000000004,24912.18,19598.66,5313.52,21.329004527102807,2025,12,4,2025-12,normal,1-10%
O003001,1,2025-04-18,C00987,P0123,3,8830.37,0.1,Cash on Delivery,Delivered,3.0,4.0,Marketplace,Aditya Singh,2023-08-31,68.0,Female,Bengaluru,Karnataka,Consumer,Referral,Books,Technology,Technology Product 3,6151.16,9138.19,Crestline,2025-09-14,26491.11,2649.1110000000003,23841.999,18453.48,5388.519,22.60095304928081,2025,4,2,2025-04,fast,1-10%
O004961,1,2025-12-10,C01519,P0111,1,1797.95,0.25,Cash on Delivery,Delivered,5.0,3.0,App,Sandeep Das,2023-07-08,58.0,Female,Delhi,Delhi,Consumer,Email,Sports,Sportswear,Sportswear Product 3,1133.59,1869.58,Galaxy Imports,2022-01-11,1797.95,449.4875,1348.4625,1133.59,214.87250000000017,15.934629253687083,2025,12,4,2025-12,normal,21-30%
O006138,2,2025-08-13,C01532,P0008,4,23429.84,0.0,UPI,Delivered,4.0,4.0,Web,Lakshmi Kumar,2025-06-08,41.0,Female,Delhi,Delhi,Small Business,Organic Search,Electronics,Laptops,Laptops Product 2,14897.26,22770.33,Delta Wholesale,2023-01-16,93719.36,0.0,93719.36,59589.04,34130.32,36.4175769019336,2025,8,3,2025-08,normal,No Discount
O005795,1,2025-08-12,C00998,P0092,3,3968.84,0.1,Cash on Delivery,Delivered,6.0,3.0,Web,Diya Rao,2025-03-01,49.0,Female,Kochi,Kerala,Consumer,Email,Beauty,Grooming,Grooming Product 2,3018.16,4131.05,Horizon Partners,2025-09-27,11906.52,1190.652,10715.868,9054.48,1661.3880000000008,15.503998369520797,2025,8,3,2025-08,normal,1-10%
O004453,3,2025-02-04,C01624,P0068,1,0.0,0.15,Credit Card,Returned,5.0,3.0,Web,Rohan Singh,2024-05-28,18.0,Male,Kochi,Kerala,Consumer,Direct,Fashion,Bags,Bags Product 2,6288.73,9329.54,Horizon Partners,2026-04-20,0.0,0.0,0.0,6288.73,-6288.73,,2025,2,1,2025-02,normal,11-20%
O006038,2,2025-11-27,C01440,P0098,2,12836.77,0.25,UPI,Delivered,4.0,3.0,Web,Divya Naidu,2025-03-03,29.0,Male,Vijayawada,Andhra Pradesh,Consumer,Marketplace,Sports,Fitness,Fitness Product 2,9917.87,12682.59,Evergreen Distributors,2022-04-02,25673.54,6418.385,19255.155,19835.74,-580.5850000000028,-3.015218522001006,2025,11,4,2025-11,normal,21-30%
O004010,1,2025-12-09,C00982,P0031,1,0.0,0.05,UPI,Delivered,4.0,3.0,Marketplace,Lakshmi Reddy,2026-04-10,48.0,Female,Ahmedabad,Gujarat,Consumer,Paid Social,Home & Kitchen,Appliances,Appliances Product 1,13133.81,22614.52,Delta Wholesale,2022-07-19,0.0,0.0,0.0,13133.81,-13133.81,,2025,12,4,2025-12,normal,1-10%
O004219,2,2025-11-20,C00325,P0093,1,23935.86,0.05,UPI,Delivered,5.0,3.3331993165142224,Web,Ananya Naidu,2026-03-18,38.0,Other,Chennai,Tamil Nadu,Small Business,Direct,Beauty,Grooming,Grooming Product 3,13704.25,23284.59,BluePeak Traders,2026-01-12,23935.86,1196.7930000000001,22739.067,13704.25,9034.817,39.73257565932674,2025,11,4,2025-11,normal,1-10%
O003951,2,2025-05-27,C01880,P0110,1,8506.19,0.0,UPI,Delivered,2.0,5.0,App,Ishita Reddy,2026-03-09,67.0,Male,Delhi,Delhi,Consumer,Organic Search,Sports,Sportswear,Sportswear Product 2,5076.05,8500.75,Delta Wholesale,2024-11-13,8506.19,0.0,8506.19,5076.05,3430.1400000000003,40.32522198540122,2025,5,2,2025-05,fast,No Discount
O003131,3,2025-09-15,C01676,P0102,1,16305.09,0.0,Credit Card,Delivered,6.0,2.0,App,Pooja Nair,2024-10-24,40.0,Other,Hyderabad,Telangana,Consumer,Paid Social,Sports,Fitness,Fitness Product 6,12052.18,16676.57,Galaxy Imports,2023-04-30,16305.09,0.0,16305.09,12052.18,4252.91,26.08332735360553,2025,9,3,2025-09,normal,No Discount
O003159,2,2025-05-09,C01447,P0040,1,12977.99,0.0,Wallet,Delivered,6.0,2.0,App,Vivaan Mehta,2025-01-21,20.0,Other,Pune,Maharashtra,Consumer,Marketplace,Home & Kitchen,Storage,Storage Product 4,7559.57,13037.7,Galaxy Imports,2026-05-02,12977.99,0.0,12977.99,7559.57,5418.42,41.75084123196273,2025,5,2,2025-05,normal,No Discount
O000161,2,2025-10-29,C00799,P0095,2,15236.43,0.1,Debit Card,Delivered,4.0,4.0,Marketplace,Neha Sharma,2023-01-09,36.0,Female,Mumbai,Maharashtra,Small Business,Direct,Beauty,Grooming,Grooming Product 5,10482.86,15705.82,Delta Wholesale,2024-11-28,30472.86,3047.286,27425.574,20965.72,6459.853999999999,23.55412506589652,2025,10,4,2025-10,normal,1-10%
O002529,2,2025-06-25,C00911,P0049,4,1401.72,0.0,Cash on Delivery,Delivered,6.0,2.0,Web,Sandeep Mehta,2023-02-27,39.0,Male,Jaipur,Rajasthan,Consumer,Referral,Fashion,Men,Men Product 1,886.6,1451.3,Delta Wholesale,2024-02-02,5606.88,0.0,5606.88,3546.4,2060.48,36.749136774819505,2025,6,2,2025-06,normal,No Discount
O000434,1,2025-03-29,C01945,P0138,1,1019.07,0.1,Cash on Delivery,Delivered,4.0,4.0,App,Rahul Gupta,2026-06-26,66.0,Male,Kolkata,West Bengal,Consumer,Organic Search,Books,Fiction,Fiction Product 6,578.54,1009.18,Galaxy Imports,2022-04-21,1019.07,101.90700000000001,917.163,578.54,338.62300000000005,36.92070002823926,2025,3,1,2025-03,normal,1-10%
O003310,1,2026-08-22,C01859,P0090,1,4754.27,0.05,UPI,Delivered,3.0,3.0,App,Diya Iyer,2023-03-25,24.0,Female,Pune,Maharashtra,Consumer,Referral,Beauty,Makeup,Makeup Product 6,3346.63,4801.38,Horizon Partners,2025-04-07,4754.27,237.71350000000004,4516.556500000001,3346.63,1169.9265000000005,25.90306353966789,2026,8,3,2026-08,fast,1-10%
O000307,1,2026-06-03,C01434,P0008,1,21954.9,0.1,Cash on Delivery,Returned,4.273105273105273,3.3331993165142224,Web,Divya Gupta,2023-11-12,31.0,Male,Mumbai,Maharashtra,Consumer,Paid Social,Electronics,Laptops,Laptops Product 2,14897.26,22770.33,Delta Wholesale,2023-01-16,21954.9,2195.4900000000002,19759.41,14897.26,4862.15,24.606756983128545,2026,6,2,2026-06,normal,1-10%
O003531,1,2025-01-04,C01478,P0016,1,20461.28,0.15,Wallet,Delivered,6.0,3.0,Web,Meera Iyer,2023-03-23,21.0,Other,Visakhapatnam,Andhra Pradesh,Small Business,Direct,Electronics,Audio,Audio Product 4,15645.82,20444.3,Fusion Retail Supply,2024-12-20,20461.28,3069.1919999999996,17392.088,15645.82,1746.268,10.040588571078986,2025,1,1,2025-01,normal,11-20%
O003330,1,2026-06-08,C01020,P0096,1,2938.16,0.1,Wallet,Delivered,3.0,4.0,Marketplace,Pooja Gupta,2023-07-28,37.0,Other,Kolkata,West Bengal,Consumer,Organic Search,Beauty,Grooming,Grooming Product 6,2456.35,2937.81,BluePeak Traders,2025-10-14,2938.16,293.816,2644.344,2456.35,187.99400000000014,7.1092868401388065,2026,6,2,2026-06,fast,1-10%
O005488,2,2025-07-27,C01824,P0119,3,19173.53,0.2,UPI,Delivered,2.0,4.0,Marketplace,Arjun Verma,2025-04-19,55.0,Other,Delhi,Delhi,Small Business,Email,Sports,Equipment,Equipment Product 5,16449.54,19802.86,Aster Supply,2025-06-18,57520.59,11504.118,46016.471999999994,49348.62,-3332.1480000000083,-7.241207018217322,2025,7,3,2025-07,fast,11-20%
O004869,1,2025-07-31,C00870,P0078,1,26123.79,0.0,Cash on Delivery,Delivered,1.0,4.0,App,Aarav Naidu,2023-07-02,33.0,Female,Chennai,Tamil Nadu,Consumer,Marketplace,Beauty,Skin Care,Skin Care Product 6,16673.21,25903.1,Aster Supply,2023-01-17,26123.79,0.0,26123.79,16673.21,9450.580000000002,36.17614442621075,2025,7,3,2025-07,fast,No Discount
O005412,3,2026-05-29,C00094,P0124,3,13632.45,0.15,UPI,Returned,5.0,2.0,Web,Vikram Gupta,2024-07-11,47.0,Male,Bengaluru,Karnataka,Consumer,Email,Books,Technology,Technology Product 4,8261.54,13877.88,BluePeak Traders,2023-09-10,40897.350000000006,6134.602500000001,34762.747500000005,24784.620000000003,9978.127500000002,28.70350653382619,2026,5,2,2026-05,normal,11-20%
O002914,1,2025-11-27,C00747,P0115,2,4792.97,0.15,UPI,Delivered,4.0,3.0,Web,Kiran Singh,2024-05-20,18.0,Male,Pune,Maharashtra,Consumer,Email,Sports,Equipment,Equipment Product 1,3825.55,4771.63,Horizon Partners,2025-11-07,9585.94,1437.891,8148.049000000001,7651.1,496.9490000000005,6.098993759119519,2025,11,4,2025-11,normal,11-20%
O002952,1,2026-07-14,C01187,P0115,1,4921.42,0.1,Credit Card,Delivered,3.0,4.0,Marketplace,Kavya Sharma,2025-12-31,23.0,Female,Vijayawada,Andhra Pradesh,Consumer,Organic Search,Sports,Equipment,Equipment Product 1,3825.55,4771.63,Horizon Partners,2025-11-07,4921.42,492.14200000000005,4429.278,3825.55,603.7280000000001,13.630393034711302,2026,7,3,2026-07,fast,1-10%
O000544,2,2025-12-19,C00996,P0104,2,5056.99,0.3,Debit Card,Delivered,7.0,3.0,Web,Priya Rao,2025-12-30,42.0,Male,Kolkata,West Bengal,Consumer,Email,Sports,Outdoor,Outdoor Product 2,3731.67,4994.97,Delta Wholesale,2023-09-11,10113.98,3034.194,7079.786,7463.34,-383.5540000000001,-5.417593130639826,2025,12,4,2025-12,slow,21-30%
O002510,1,2026-03-09,C01968,P0097,1,3406.28,0.2,Debit Card,Delivered,4.0,3.3331993165142224,Marketplace,Neha Singh,2023-05-30,35.0,Female,Vijayawada,Andhra Pradesh,Consumer,Paid Social,Sports,Fitness,Fitness Product 1,2528.73,3509.01,Aster Supply,2026-02-02,3406.28,681.2560000000001,2725.0240000000003,2528.73,196.29400000000032,7.203386098617857,2026,3,1,2026-03,normal,11-20%
O005792,1,2026-05-20,C00424,P0082,1,14927.23,0.15,Debit Card,Delivered,5.0,3.0,Web,Rahul Singh,2026-03-17,42.0,Other,Kolkata,West Bengal,Corporate,Direct,Beauty,Hair Care,Hair Care Product 4,11569.59,15210.25,Crestline,2025-02-01,14927.23,2239.0845,12688.145499999999,11569.59,1118.5554999999986,8.815752467529622,2026,5,2,2026-05,normal,11-20%
O000152,2,2025-11-07,C01109,P0044,1,13100.33,0.2,Cash on Delivery,Delivered,7.0,3.3331993165142224,Web,Harsha Naidu,2025-08-06,50.0,Male,Vijayawada,Andhra Pradesh,Consumer,Organic Search,Home & Kitchen,Home Decor,Home Decor Product 2,9799.33,13459.73,Galaxy Imports,2025-04-19,13100.33,2620.0660000000003,10480.264,9799.33,680.9339999999993,6.497298159664674,2025,11,4,2025-11,slow,11-20%
O005095,2,2025-02-05,C00158,P0031,1,21796.44,0.0,UPI,Delivered,6.0,2.0,Web,Vikram Gupta,2023-08-22,67.0,Female,Delhi,Delhi,Small Business,Referral,Home & Kitchen,Appliances,Appliances Product 1,13133.81,22614.52,Delta Wholesale,2022-07-19,21796.44,0.0,21796.44,13133.81,8662.63,39.74332505675239,2025,2,1,2025-02,normal,No Discount
O002914,2,2025-11-27,C00747,P0017,1,3349.63,0.1,UPI,Delivered,4.0,3.0,Web,Kiran Singh,2024-05-20,18.0,Male,Pune,Maharashtra,Consumer,Email,Electronics,Audio,Audio Product 5,1947.71,3253.57,BluePeak Traders,2024-10-30,3349.63,334.963,3014.667,1947.71,1066.9569999999999,35.392200863312596,2025,11,4,2025-11,normal,1-10%
O001268,1,2026-03-22,C01903,P0040,2,13148.23,0.3,Debit Card,Delivered,6.0,2.0,Web,Vikram Patel,2023-07-03,26.0,Other,Mumbai,Maharashtra,Consumer,Marketplace,Home & Kitchen,Storage,Storage Product 4,7559.57,13037.7,Galaxy Imports,2026-05-02,26296.46,7888.937999999999,18407.522,15119.14,3288.3820000000014,17.864338285185813,2026,3,1,2026-03,normal,21-30%
O000277,1,2025-07-29,C01058,P0140,2,13862.32,0.1,Wallet,Delivered,6.0,3.0,Web,Nisha Das,2023-09-19,68.0,Female,Kochi,Kerala,Consumer,Direct,Books,Education,Education Product 2,10088.61,13502.8,Aster Supply,2022-12-07,27724.64,2772.464,24952.176,20177.22,4774.955999999998,19.136431227480916,2025,7,3,2025-07,normal,1-10%
O000668,1,2026-04-20,C00911,P0144,1,8073.04,0.15,Credit Card,Delivered,6.0,3.0,Web,Sandeep Mehta,2023-02-27,39.0,Male,Jaipur,Rajasthan,Consumer,Referral,Books,Education,Education Product 6,6241.94,8294.32,Aster Supply,2022-11-21,8073.04,1210.956,6862.084,6241.94,620.1440000000002,9.037254571643254,2026,4,2,2026-04,normal,11-20%
O002072,2,2025-09-13,C01152,P0104,3,4963.24,0.25,Credit Card,Delivered,9.0,2.0,Web,Harsha Singh,2023-06-06,24.0,Female,Mumbai,Maharashtra,Consumer,Organic Search,Sports,Outdoor,Outdoor Product 2,3731.67,4994.97,Delta Wholesale,2023-09-11,14889.72,3722.43,11167.289999999999,11195.01,-27.720000000001164,-0.2482249498311691,2025,9,3,2025-09,slow,21-30%
O005547,2,2025-01-08,C00631,P0098,1,12759.08,0.2,Debit Card,Delivered,4.0,3.0,App,Sai Gupta,2025-09-03,19.0,Other,Vijayawada,Andhra Pradesh,Consumer,Direct,Sports,Fitness,Fitness Product 2,9917.87,12682.59,Evergreen Distributors,2022-04-02,12759.08,2551.8160000000003,10207.264,9917.87,289.3939999999984,2.835176987682482,2025,1,1,2025-01,normal,11-20%
O004436,2,2025-02-22,C01769,P0103,2,26789.87,0.05,Cash on Delivery,Delivered,4.0,3.0,App,Sai Reddy,2024-04-29,66.0,Other,Kochi,Kerala,Consumer,Paid Social,Sports,Outdoor,Outdoor Product 1,16646.53,27221.31,Aster Supply,2026-03-18,53579.74,2678.987,50900.753,33293.06,17607.693,34.592205345174364,2025,2,1,2025-02,normal,1-10%
O004317,1,2026-07-07,C01139,P0047,1,29302.71,0.2,UPI,Delivered,4.0,4.0,Web,Ishita Reddy,2024-08-26,64.0,Other,Pune,Maharashtra,Corporate,Referral,Home & Kitchen,Home Decor,Home Decor Product 5,17421.3,28624.56,Fusion Retail Supply,2024-05-26,29302.71,5860.542,23442.167999999998,17421.3,6020.867999999999,25.683921384745638,2026,7,3,2026-07,normal,11-20%
O003575,1,2025-03-30,C01427,P0022,1,5337.09,0.3,Wallet,Delivered,3.0,4.0,Web,Aarav Patel,2025-01-04,20.0,Male,Kochi,Kerala,Consumer,Referral,Electronics,Accessories,Accessories Product 4,4128.82,5328.95,BluePeak Traders,2025-07-10,5337.09,1601.127,3735.963,4128.82,-392.8569999999995,-10.515548467690913,2025,3,1,2025-03,fast,21-30%
O005826,2,2026-08-30,C00633,P0064,1,4513.18,0.05,Credit Card,Delivered,5.0,3.0,App,Rahul Sharma,2024-02-20,44.0,Female,Pune,Maharashtra,Small Business,Marketplace,Fashion,Footwear,Footwear Product 4,3699.24,4667.08,Aster Supply,2025-08-14,4513.18,225.65900000000002,4287.521000000001,3699.24,588.2810000000009,13.72077244636238,2026,8,3,2026-08,normal,1-10%
