customer_id,customer_name,signup_date,age,gender,city,state,segment,acquisition_channel
C00057,Kavya Patel,2023-09-06,47,Male,Jaipur,Rajasthan,Consumer,Email
C00058,Neha Gupta,2026-06-08,38,Male,Kochi,Kerala,Corporate,Email
C00059,Kiran Naidu,2024-06-14,28,Other,Ahmedabad,Gujarat,Consumer,Email
C00060,Kiran Kumar,2024-08-08,58,Male,Ahmedabad,Gujarat,Consumer,Email
C00061,Pooja Rao,2023-11-09,26,Female,Bengaluru,Karnataka,Consumer,Referral
C00062,Priya Das,2025-05-10,47,Other,Jaipur,Rajasthan,Small Business,Organic Search
C00063,Priya Naidu,2024-09-03,42,Male,Kochi,Kerala,Consumer,Direct
C00064,Sneha Nair,2024-07-12,56,Female,Jaipur,Rajasthan,Consumer,Direct
C00065,Harsha Gupta,2023-09-19,43,Female,Vijayawada,Andhra Pradesh,Small Business,Email
C00066,Kavya Patel,2023-10-05,60,Female,Kochi,Kerala,Consumer,Referral
C00067,Ananya Das,2025-02-15,47,Male,Mumbai,Maharashtra,Consumer,Organic Search
C00068,Kiran Verma,2024-12-17,19,Female,Ahmedabad,Gujarat,Corporate,Direct
C00069,Harsha Patel,2023-02-11,66,Female,Hyderabad,Telangana,Consumer,Direct
C00070,Meera Patel,2024-06-08,54,Other,Bengaluru,Karnataka,Consumer,Direct
C00071,Arjun Mehta,2024-09-29,25,Female,Visakhapatnam,Andhra Pradesh,Small Business,Email
C00072,Naveen Joshi,2023-06-05,42,Other,Vijayawada,Andhra Pradesh,Consumer,Direct
C00073,Vivaan Singh,2026-03-05,61,Other,Pune,Maharashtra,Consumer,Referral
C00074,Nisha Sharma,2025-05-10,50,Male,,Karnataka,Small Business,Direct
C00075,Lakshmi Kumar,2025-12-04,63,Other,Ahmedabad,Gujarat,Corporate,Email
C00076,Ishita Naidu,2024-07-03,47,Female,Ahmedabad,Gujarat,Corporate,Organic Search
C00077,Divya Iyer,2026-06-03,46,Male,Pune,Maharashtra,Consumer,Referral
C00078,Ananya Mehta,2024-11-28,49,Other,Chennai,Tamil Nadu,Small Business,Email
C00079,Nisha Gupta,2025-04-12,51,Female,Hyderabad,Telangana,Consumer,Direct
C00080,Kiran Iyer,2024-08-25,49,Other,,Andhra Pradesh,Consumer,Direct
C00081,Neha Gupta,2025-05-21,41,Male,Kochi,Kerala,Consumer,Marketplace
C00082,Ishita Sharma,2024-01-30,37,Other,Pune,Maharashtra,Consumer,Direct
C00083,Vikram Mehta,2026-04-22,30,Male,Chennai,Tamil Nadu,Small Business,Paid Social
C00084,Sai Kumar,2025-12-29,32,Female,Pune,Maharashtra,Small Business,Email
C00085,Arjun Naidu,2025-10-02,62,Female,Pune,Maharashtra,Consumer,Marketplace
C00086,Nisha Sharma,2024-06-01,46,Female,Ahmedabad,Gujarat,Consumer,Organic Search
C00087,Diya Sharma,2026-02-26,58,Female,Kochi,Kerala,Consumer,Marketplace
C00088,Priya Nair,2025-12-06,56,Male,Kochi,Kerala,Consumer,Email
C00089,Rahul Verma,2023-07-23,37,Female,Kolkata,West Bengal,Consumer,Organic Search
C00090,Sneha Nair,2023-01-06,33,Other,Chennai,Tamil Nadu,Consumer,Referral
C00091,Aditya Verma,2025-07-18,32,Female,Hyderabad,Telangana,Small Business,Direct
C00092,Sandeep Rao,2023-08-24,60,Other,Kochi,Kerala,Consumer,Referral
C00093,Neha Naidu,2026-05-03,22,Other,Chennai,Tamil Nadu,Small Business,Marketplace
C00094,Vikram Gupta,2024-07-11,47,Male,Bengaluru,Karnataka,Consumer,Email
C00095,Aditya Rao,2023-02-22,45,Other,Hyderabad,Telangana,Corporate,Email
C00096,Naveen Reddy,2024-07-05,19,Female,Kochi,Kerala,Consumer,Direct
C00097,Aditya Nair,2025-10-04,35,Male,Ahmedabad,Gujarat,Consumer,Referral
C00098,Diya Verma,2025-10-11,24,Male,Vijayawada,Andhra Pradesh,Corporate,Email
C00099,Priya Naidu,2023-08-26,47,Other,Hyderabad,Telangana,Corporate,Organic Search
C00100,Meera Mehta,2025-11-27,52,Male,Vijayawada,Andhra Pradesh,Consumer,Organic Search
C00101,Pooja Nair,2025-06-16,35,Female,Mumbai,Maharashtra,Consumer,Direct
C00102,Sandeep Iyer,2023-01-29,33,Female,Kochi,Kerala,Consumer,Organic Search
C00103,Vikram Joshi,2024-08-20,25,Male,Ahmedabad,Gujarat,Consumer,Marketplace
C00104,Harsha Gupta,2024-01-26,33,Other,Ahmedabad,Gujarat,Small Business,Organic Search
C00105,Ananya Naidu,2025-11-05,67,Female,Pune,Maharashtra,Consumer,Referral
C00106,Kavya Gupta,2023-11-01,55,Male,Kochi,Kerala,Consumer,Email
C00107,Pooja Rao,2024-01-22,42,Other,Jaipur,Rajasthan,Consumer,Marketplace
C00108,Priya Verma,2025-02-19,38,Other,Hyderabad,Telangana,Small Business,Marketplace
C00109,Kavya Sharma,2023-07-25,26,Other,Hyderabad,Telangana,Small Business,Organic Search
C00110,Aditya Nair,2023-11-13,27,Male,Visakhapatnam,Andhra Pradesh,Consumer,Direct
C00111,Priya Singh,2025-12-28,59,Other,Kolkata,West Bengal,Corporate,Marketplace
C00112,Kiran Joshi,2024-08-11,20,Female,Jaipur,Rajasthan,Consumer,Organic Search
C00113,Aarav Reddy,2024-09-05,63,Male,Vijayawada,Andhra Pradesh,Corporate,Referral
C00114,Naveen Verma,2025-04-23,41,Female,Delhi,Delhi,Consumer,Organic Search
C00115,Sai Rao,2026-04-09,42,Male,Kochi,Kerala,Consumer,Marketplace
C00116,Divya Gupta,2024-08-12,,Female,Pune,Maharashtra,Consumer,Referral
C00117,Kavya Naidu,2024-05-27,37,Male,Kochi,Kerala,Consumer,Marketplace
C00118,Diya Joshi,2026-03-23,24,Male,Ahmedabad,Gujarat,Consumer,Direct
C00119,Harsha Joshi,2023-04-11,,Male,Kolkata,West Bengal,Corporate,Referral
C00120,Harsha Kumar,2024-01-25,56,Other,Mumbai,Maharashtra,Corporate,Direct
C00121,Diya Das,2023-03-22,26,Male,Vijayawada,Andhra Pradesh,Consumer,Referral
C00122,Rohan Rao,2025-04-30,26,Female,Visakhapatnam,Andhra Pradesh,Corporate,Referral
C00123,Nisha Das,2024-06-10,50,Male,Jaipur,Rajasthan,Corporate,Referral
C00124,Divya Joshi,2024-04-07,47,Other,Bengaluru,Karnataka,Small Business,Email
C00125,Arjun Nair,2026-01-03,23,Male,,Delhi,Consumer,Direct
C00126,Arjun Verma,2025-01-30,55,Female,Pune,Maharashtra,Consumer,Email
C00127,Lakshmi Naidu,2023-05-10,38,Male,Jaipur,Rajasthan,Small Business,Referral
C00128,Diya Nair,2023-03-18,44,Female,Vijayawada,Andhra Pradesh,Consumer,Email
C00129,Sneha Mehta,2026-01-11,42,Other,Chennai,Tamil Nadu,Corporate,Marketplace
C00130,Vivaan Joshi,2024-07-26,24,Male,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00131,Lakshmi Singh,2026-01-20,41,Female,Mumbai,Maharashtra,Consumer,Paid Social
C00132,Aarav Reddy,2026-05-07,47,Male,Bengaluru,Karnataka,Consumer,Paid Social
C00133,Naveen Rao,2024-02-29,31,Female,Kochi,Kerala,Consumer,Paid Social
C00134,Sandeep Kumar,2023-09-24,18,Female,Kochi,Kerala,Consumer,Organic Search
C00135,Ishita Reddy,2026-04-20,18,Female,Chennai,Tamil Nadu,Consumer,Paid Social
C00136,Kavya Das,2025-09-02,44,Male,Visakhapatnam,Andhra Pradesh,Consumer,Organic Search
C00137,Diya Nair,2025-12-03,50,Other,Ahmedabad,Gujarat,Small Business,Organic Search
C00138,Aditya Sharma,2025-06-27,43,Male,Ahmedabad,Gujarat,Consumer,Organic Search
C00139,Priya Mehta,2024-10-27,35,Other,Chennai,Tamil Nadu,Consumer,Email
C00140,Neha Naidu,2026-02-03,45,Female,Kochi,Kerala,Consumer,Paid Social
C00141,Ishita Iyer,2023-07-14,39,Male,Kolkata,West Bengal,Consumer,Referral
C00142,Aditya Iyer,2023-06-24,61,Female,Chennai,Tamil Nadu,Corporate,Referral
C00143,Ishita Verma,2026-02-24,53,Female,Chennai,Tamil Nadu,Consumer,Direct
C00144,Meera Sharma,2024-10-01,64,Other,Kolkata,West Bengal,Consumer,Paid Social
C00145,Meera Sharma,2026-02-13,48,Male,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00146,Aarav Mehta,2026-02-14,67,Other,Jaipur,Rajasthan,Corporate,Referral
C00147,Meera Reddy,2024-11-26,29,Female,Hyderabad,Telangana,Small Business,Email
C00148,Aditya Joshi,2023-03-04,43,Other,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00149,Naveen Mehta,2024-10-26,39,Female,Ahmedabad,Gujarat,Small Business,Paid Social
C00150,Kavya Verma,2024-07-11,66,Male,Chennai,Tamil Nadu,Consumer,Marketplace
C00151,Sneha Sharma,2024-12-07,35,Male,Kolkata,West Bengal,Consumer,Email
C00152,Harsha Reddy,2025-03-20,51,Female,Ahmedabad,Gujarat,Consumer,Paid Social
C00153,Nisha Joshi,2023-01-16,66,Male,Chennai,Tamil Nadu,Consumer,Marketplace
C00154,Aditya Iyer,2024-12-26,63,Other,Jaipur,Rajasthan,Consumer,Organic Search
C00155,Priya Joshi,2026-03-20,22,Other,Ahmedabad,Gujarat,Consumer,Organic Search
C00156,Kavya Naidu,2026-06-19,19,Other,Kolkata,West Bengal,Small Business,Organic Search
C00157,Aditya Iyer,2025-12-09,24,Male,Kolkata,West Bengal,Corporate,Paid Social
C00158,Vikram Gupta,2023-08-22,67,Female,Delhi,Delhi,Small Business,Referral
C00159,Kiran Sharma,2023-10-30,64,Female,Delhi,Delhi,Consumer,Paid Social
C00160,Lakshmi Nair,2023-12-29,27,Male,Kochi,Kerala,Corporate,Email
C00161,Lakshmi Singh,2024-10-23,61,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00162,Meera Gupta,2023-04-26,58,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00163,Harsha Mehta,2023-07-04,21,Other,Hyderabad,Telangana,Consumer,Email
C00164,Lakshmi Rao,2026-03-16,68,Male,Jaipur,Rajasthan,Consumer,Email
C00165,Pooja Sharma,2024-12-04,21,Other,Chennai,Tamil Nadu,Consumer,Organic Search
C00166,Harsha Patel,2025-12-06,63,Male,Mumbai,Maharashtra,Consumer,Referral
C00167,Lakshmi Verma,2023-04-18,44,Male,Kolkata,West Bengal,Consumer,Organic Search
C00168,Sai Singh,2026-05-19,61,Female,Jaipur,Rajasthan,Consumer,Paid Social
C00169,Sai Mehta,2025-03-13,37,Other,Delhi,Delhi,Small Business,Referral
C00170,Divya Joshi,2023-09-19,42,Other,Jaipur,Rajasthan,Small Business,Email
C00171,Meera Kumar,2023-02-07,59,Female,Bengaluru,Karnataka,Small Business,Referral
C00172,Diya Naidu,2023-06-08,30,Female,Ahmedabad,Gujarat,Consumer,Email
C00173,Sai Mehta,2026-06-19,51,Male,Visakhapatnam,Andhra Pradesh,Consumer,Paid Social
C00174,Vivaan Iyer,2025-06-15,67,Male,Visakhapatnam,Andhra Pradesh,Consumer,Paid Social
C00175,Kiran Gupta,2025-07-08,57,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00176,Kavya Das,2025-06-21,41,Male,Mumbai,Maharashtra,Corporate,Email
C00177,Sai Naidu,2026-05-23,44,Male,Jaipur,Rajasthan,Consumer,Marketplace
C00178,Arjun Kumar,2025-11-22,53,Female,Delhi,Delhi,Corporate,Referral
C00179,Kavya Singh,2024-03-30,50,Female,Ahmedabad,Gujarat,Consumer,Marketplace
C00180,Kiran Reddy,2025-02-06,41,Male,Jaipur,Rajasthan,Small Business,Direct
C00181,Nisha Joshi,2024-08-10,39,Female,Vijayawada,Andhra Pradesh,Corporate,Marketplace
C00182,Rahul Naidu,2024-06-08,,Female,Ahmedabad,Gujarat,Consumer,Direct
C00183,Diya Sharma,2024-05-01,51,Female,Kochi,Kerala,Consumer,Direct
C00184,Harsha Gupta,2025-10-20,47,Female,Kochi,Kerala,Consumer,Email
C00185,Meera Rao,2026-06-13,63,Other,Mumbai,Maharashtra,Consumer,Direct
C00186,Sandeep Gupta,2025-12-13,23,Other,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00187,Neha Reddy,2024-06-03,20,Male,Ahmedabad,Gujarat,Corporate,Referral
C00188,Neha Das,2026-04-06,64,Male,Mumbai,Maharashtra,Consumer,Referral
C00189,Pooja Nair,2025-08-09,39,Other,Jaipur,Rajasthan,Consumer,Paid Social
C00190,Rahul Reddy,2024-08-23,63,Female,Bengaluru,Karnataka,Small Business,Referral
C00191,Ananya Reddy,2025-08-27,50,Other,Pune,Maharashtra,Consumer,Referral
C00192,Sneha Iyer,2025-01-23,59,Other,Hyderabad,Telangana,Consumer,Marketplace
C00193,Ananya Das,2025-11-29,29,Female,Delhi,Delhi,Corporate,Organic Search
C00194,Ishita Sharma,2024-08-24,56,Female,Kolkata,West Bengal,Consumer,Referral
C00195,Meera Nair,2025-06-28,46,Female,Pune,Maharashtra,Corporate,Referral
C00196,Aditya Verma,2023-04-28,45,Other,Kochi,Kerala,Consumer,Email
C00197,Divya Das,2026-05-29,61,Male,Visakhapatnam,Andhra Pradesh,Consumer,Organic Search
C00198,Vivaan Mehta,2026-03-07,67,Female,Mumbai,Maharashtra,Consumer,Referral
C00199,Meera Iyer,2025-12-20,46,Male,Delhi,Delhi,Consumer,Paid Social
C00200,Sandeep Sharma,2025-03-03,19,Male,Bengaluru,Karnataka,Corporate,Direct
C00201,Rahul Sharma,2025-10-02,31,Female,Ahmedabad,Gujarat,Corporate,Marketplace
C00202,Divya Singh,2024-10-16,63,Other,Chennai,Tamil Nadu,Consumer,Email
C00203,Meera Gupta,2023-12-23,37,Female,Pune,Maharashtra,Consumer,Paid Social
C00204,Naveen Singh,2026-02-08,33,Male,Chennai,Tamil Nadu,Corporate,Email
C00205,Pooja Joshi,2025-03-26,57,Male,Chennai,Tamil Nadu,Consumer,Marketplace
C00206,Kavya Nair,2023-06-01,22,Other,Kochi,Kerala,Consumer,Paid Social
C00207,Sneha Gupta,2023-09-22,58,Female,Jaipur,Rajasthan,Corporate,Email
C00208,Meera Gupta,2024-04-06,37,Male,Chennai,Tamil Nadu,Corporate,Referral
C00209,Harsha Gupta,2024-09-12,58,Female,Mumbai,Maharashtra,Consumer,Paid Social
C00210,Ishita Naidu,2026-05-24,55,Other,Kochi,Kerala,Consumer,Organic Search
C00211,Lakshmi Rao,2024-06-26,20,Other,Bengaluru,Karnataka,Consumer,Direct
C00212,Nisha Rao,2024-09-10,49,Other,Hyderabad,Telangana,Consumer,Marketplace
C00213,Kavya Rao,2025-09-18,62,Male,Bengaluru,Karnataka,Consumer,Referral
C00214,Sai Das,2025-03-27,38,Male,Visakhapatnam,Andhra Pradesh,Consumer,Organic Search
C00215,Sai Sharma,2024-05-22,33,Female,Delhi,Delhi,Consumer,Marketplace
C00216,Ishita Mehta,2023-11-24,44,Other,Kochi,Kerala,Consumer,Paid Social
C00217,Aarav Sharma,2025-10-15,50,Male,Ahmedabad,Gujarat,Consumer,Paid Social
C00218,Harsha Naidu,2025-10-10,55,Other,Mumbai,Maharashtra,Consumer,Referral
C00219,Neha Singh,2024-06-25,18,Male,Jaipur,Rajasthan,Consumer,Marketplace
C00220,Aditya Iyer,2024-08-14,54,Other,Hyderabad,Telangana,Consumer,Email
C00221,Priya Singh,2023-07-18,57,Male,Pune,Maharashtra,Consumer,Referral
C00222,Vivaan Reddy,2023-03-24,30,Female,Chennai,Tamil Nadu,Corporate,Marketplace
C00223,Ishita Mehta,2023-10-14,47,Male,Jaipur,Rajasthan,Consumer,Email
C00224,Sandeep Nair,2025-11-09,37,Other,Visakhapatnam,Andhra Pradesh,Consumer,Marketplace
C00225,Naveen Kumar,2025-05-03,41,Other,Hyderabad,Telangana,Small Business,Direct
C00226,Naveen Rao,2026-03-30,56,Other,Hyderabad,Telangana,Consumer,Marketplace
C00227,Sai Naidu,2025-02-17,51,Other,Chennai,Tamil Nadu,Consumer,Email
C00228,Sai Iyer,2025-05-07,25,Other,Visakhapatnam,Andhra Pradesh,Consumer,Email
C00229,Pooja Patel,2023-05-08,48,Other,Kochi,Kerala,Consumer,Referral
C00230,Kavya Gupta,2023-12-21,48,Male,Vijayawada,Andhra Pradesh,Consumer,Direct
C00231,Nisha Rao,2026-06-03,61,Female,Visakhapatnam,Andhra Pradesh,Consumer,Referral
C00232,Ishita Nair,2025-09-28,37,Male,Mumbai,Maharashtra,Consumer,Direct
C00233,Priya Naidu,2025-02-16,36,Male,Pune,Maharashtra,Small Business,Paid Social
C00234,Kavya Verma,2024-12-10,20,Male,Pune,Maharashtra,Corporate,Paid Social
C00235,Sai Sharma,2024-07-10,52,Other,Mumbai,Maharashtra,Corporate,Paid Social
C00236,Vivaan Sharma,2024-04-21,21,Male,Mumbai,Maharashtra,Consumer,Marketplace
C00237,Rohan Iyer,2026-02-01,61,Other,,Karnataka,Small Business,Marketplace
C00238,Diya Verma,2024-10-19,59,Female,Ahmedabad,Gujarat,Small Business,Organic Search
C00239,Rohan Iyer,2023-03-18,54,Female,Vijayawada,Andhra Pradesh,Small Business,Organic Search
C00240,Vivaan Reddy,2024-08-15,68,Male,Kolkata,West Bengal,Consumer,Organic Search
C00241,Nisha Patel,2025-12-09,36,Other,Delhi,Delhi,Consumer,Paid Social
C00242,Pooja Patel,2024-06-10,39,Female,Bengaluru,Karnataka,Corporate,Referral
C00243,Sneha Gupta,2025-04-10,61,Male,Kochi,Kerala,Consumer,Direct
C00244,Aarav Kumar,2024-05-23,29,Male,Bengaluru,Karnataka,Consumer,Referral
C00245,Lakshmi Singh,2024-06-19,37,Other,Delhi,Delhi,Consumer,Direct
C00246,Pooja Das,2025-10-26,47,Male,Bengaluru,Karnataka,Consumer,Direct
C00247,Nisha Patel,2023-10-01,41,Male,Pune,Maharashtra,Corporate,Email
C00248,Divya Naidu,2026-01-05,44,Female,Delhi,Delhi,Corporate,Direct
C00249,Aditya Mehta,2025-01-10,68,Female,Kochi,Kerala,Consumer,Email
C00250,Vikram Nair,2024-11-02,30,Female,Jaipur,Rajasthan,Consumer,Direct
C00251,Kavya Patel,2023-04-24,49,Other,Kochi,Kerala,Consumer,Email
C00252,Priya Kumar,2023-02-14,53,Female,Hyderabad,Telangana,Corporate,Email
C00253,Vivaan Sharma,2026-01-13,20,Male,Bengaluru,Karnataka,Consumer,Marketplace
C00254,Meera Iyer,2025-05-10,67,Male,Chennai,Tamil Nadu,Small Business,Marketplace
C00255,Sai Verma,2026-01-09,23,Male,Kolkata,West Bengal,Consumer,Email
C00256,Aarav Kumar,2023-01-08,51,Male,Kolkata,West Bengal,Consumer,Email
C00257,Meera Patel,2025-08-01,52,Male,Kolkata,West Bengal,Consumer,Direct
C00258,Kiran Rao,2023-02-02,20,Female,Bengaluru,Karnataka,Consumer,Organic Search
C00259,Neha Reddy,2024-05-16,56,Male,Ahmedabad,Gujarat,Consumer,Email
C00260,Diya Rao,2025-10-28,66,Other,Mumbai,Maharashtra,Consumer,Email
C00261,Sai Verma,2024-09-10,67,Other,Kochi,Kerala,Consumer,Referral
C00262,Lakshmi Verma,2023-12-25,21,Male,Pune,Maharashtra,Consumer,Organic Search
C00263,Pooja Iyer,2024-10-14,59,Male,Delhi,Delhi,Consumer,Marketplace
C00264,Diya Naidu,2024-04-06,66,Other,Chennai,Tamil Nadu,Consumer,Marketplace
C00265,Sai Iyer,2025-12-21,53,Female,Hyderabad,Telangana,Consumer,Referral
C00266,Sandeep Joshi,2023-07-09,23,Female,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00267,Naveen Joshi,2024-01-21,56,Other,Vijayawada,Andhra Pradesh,Consumer,Marketplace
C00268,Rahul Joshi,2024-03-09,39,Female,Mumbai,Maharashtra,Corporate,Marketplace
C00269,Sandeep Singh,2024-05-05,62,Male,Mumbai,Maharashtra,Consumer,Email
C00270,Kavya Sharma,2025-10-15,40,Other,Vijayawada,Andhra Pradesh,Consumer,Referral
C00271,Neha Patel,2024-03-29,41,Female,Mumbai,Maharashtra,Consumer,Email
C00272,Kiran Iyer,2024-11-06,64,Other,Kochi,Kerala,Corporate,Marketplace
C00273,Neha Verma,2025-09-27,59,Other,Jaipur,Rajasthan,Consumer,Paid Social
C00274,Nisha Patel,2026-01-24,68,Other,Visakhapatnam,Andhra Pradesh,Small Business,Organic Search
C00275,Aarav Iyer,2023-04-10,20,Female,Jaipur,Rajasthan,Corporate,Paid Social
C00276,Meera Reddy,2025-07-22,63,Other,Bengaluru,Karnataka,Consumer,Email
C00277,Sneha Reddy,2026-02-03,60,Female,,Gujarat,Consumer,Referral
C00278,Rohan Sharma,2025-05-31,,Female,Jaipur,Rajasthan,Consumer,Paid Social
C00279,Priya Sharma,2024-07-01,57,Male,Mumbai,Maharashtra,Small Business,Marketplace
C00280,Lakshmi Naidu,2023-06-15,33,Other,Kochi,Kerala,Corporate,Organic Search
C00281,Pooja Patel,2023-01-20,42,Female,Kolkata,West Bengal,Consumer,Marketplace
C00282,Vikram Reddy,2023-07-15,68,Female,Vijayawada,Andhra Pradesh,Consumer,Direct
C00283,Sandeep Mehta,2024-07-28,48,Other,Kochi,Kerala,Consumer,Referral
C00284,Aditya Kumar,2025-03-26,31,Female,Hyderabad,Telangana,Consumer,Email
C00285,Pooja Joshi,2023-10-14,61,Female,Kolkata,West Bengal,Consumer,Referral
C00286,Harsha Das,2024-11-28,24,Other,Hyderabad,Telangana,Small Business,Marketplace
C00287,Nisha Rao,2025-07-11,19,Male,Delhi,Delhi,Consumer,Marketplace
C00288,Harsha Kumar,2023-06-25,29,Female,Kolkata,West Bengal,Corporate,Organic Search
C00289,Neha Iyer,2023-11-12,27,Male,Pune,Maharashtra,Consumer,Organic Search
C00290,Sai Sharma,2023-07-29,37,Female,Hyderabad,Telangana,Consumer,Email
C00291,Sandeep Sharma,2024-12-25,50,Other,Jaipur,Rajasthan,Consumer,Referral
C00292,Neha Gupta,2023-06-23,18,Female,Kolkata,West Bengal,Consumer,Paid Social
C00293,Nisha Patel,2024-07-03,42,Female,Vijayawada,Andhra Pradesh,Consumer,Referral
C00294,Kiran Joshi,2024-05-30,37,Other,Kolkata,West Bengal,Consumer,Email
C00295,Ishita Naidu,2025-03-21,47,Other,Mumbai,Maharashtra,Consumer,Referral
C00296,Sai Kumar,2026-05-02,39,Male,Ahmedabad,Gujarat,Consumer,Direct
